,transcript_count,gc_content,Gtex_lung,gene_disease_ass_count,oncodb_expression,HPA_lung_match_symbol,mf,bp,cc,biogrid,kegg,reactome,ucsc_tfbs,up_tissue,orth_count,gene_length
MCM2,0.014828824557396869,0.5031530296131509,-0.09540638077596307,-0.43813902018818596,2.530517419830253,-0.10878654275931188,2.1438809882854426,0.37088079769823035,1.2621788017676427,7.388042135372091,-0.49587924697316554,0.46305620719686535,-0.12535588917747154,2.7524176230613406,0.9071042212074641,-0.35112621828479074
ORC1,-0.740379108201395,-0.2483972062545457,-0.1045296746006322,0.18601401730664668,2.9697646253305474,-0.1212979563157583,0.704600149008946,-0.5414063823741759,0.4905275426284297,0.04147137016026836,-0.688489133089405,0.6802325887061198,-0.0409232268687371,-0.08397831123609355,0.9283913571471282,-0.2934387619571764
MCM5,0.12271567209436712,0.7472131577557535,-0.0678853184946317,-0.6164684594724239,1.1686259928175031,-0.06457954819320112,1.2803124847195446,-0.0852627923379728,1.004961715387905,2.1352070464492368,-0.49587924697316554,0.46305620719686535,0.015365214670419184,0.4317300404543491,0.9283913571471282,-0.3414379575828354
CDC7,-0.41671856559048415,-1.2917865371499053,-0.09005497541094566,-1.5743802941206694e-13,1.55989748802753,-0.11337406106334222,0.4167439811536466,0.005965925669267827,-0.023906630131045624,-0.032512222641461974,-0.688489133089405,0.24587982568761094,-0.1816443307166278,0.17387586460912777,1.0028963329359522,-0.34436501667768266
RPA1,-0.20094487051654364,-0.2806802919876942,-0.042136428708768395,-0.7056331791145428,0.44808602930773855,-0.050816993281110036,0.704600149008946,0.462109515705471,0.4905275426284297,4.103170614975264,0.08195041137555283,5.023760218891208,1.1129898246839667,1.205292567990013,0.9816091969962882,0.002209451721847326
RPA3,-0.20094487051654364,-1.2233463953956303,-0.08180049424567373,-1.5743802941206694e-13,0.9847682952181513,-0.06332840683755647,-0.15896835455695207,0.09719464367650846,-0.2811237165107833,3.2153675013545,0.08195041137555283,4.66179958304245,0.015365214670419184,-0.08397831123609355,0.9603220610566242,0.09146188646550969
MCM3,-0.3088317180535139,-0.45113498465871815,-0.020700598343389175,-1.5743802941206694e-13,1.0823987273287874,-0.03288396718353681,0.9924563168642452,0.005965925669267827,1.776612974527118,1.3509809627508953,-0.49587924697316554,0.46305620719686535,-0.4349423176428311,1.205292567990013,0.1301237594097274,-0.375205852869745
CDC42,1.6331315376119506,-0.6099677664658092,0.19862082403160985,0.7210023351593604,-0.12485082940161711,0.5251250774339743,1.8560248204301433,5.479689006103706,5.8920863566029205,3.770244447367477,5.089807450397778,3.865486184175184,0.2123747600574662,1.205292567990013,0.10883662347006338,-0.16279588220043972
DOCK8,1.7410183851489212,-0.6667859973561502,-0.07187221259162244,0.7210023351593604,-1.8828160539540213,-0.040390815317404676,-0.7346806902675507,0.09719464367650846,0.23331045624869204,0.27821886712580546,-9.597136073510122e-14,-0.11608081016114641,1.8165953439234204,0.9474383921447918,0.9390349251169602,1.3744589661746456
CLTC,1.5252446900749805,-1.0490177324366283,0.07556359901242561,-0.43813902018818596,0.4743330069949276,0.22234886936797052,1.2803124847195446,0.7357956697271929,4.606000924704232,3.2227658606346727,0.2745602974917923,3.0691727853079183,1.7040184608451079,2.7524176230613406,0.1301237594097274,0.05474406443457437
TXN,-0.6324922606644247,-0.6125504133244606,0.3810258284451208,0.5426728958751225,0.9762405610237841,0.49092721371302067,0.4167439811536466,0.37088079769823035,0.23331045624869204,1.2252088549879536,-0.11065947474068663,1.2593696060641315,-1.3918458238084879,1.4631467438352344,-0.7639359500561614,-0.4374820841325105
ATF2,1.2015841474640696,-1.3705572663387875,-0.055648440497971505,-0.348974300546067,0.23881338410381273,-0.05790679429642969,6.461723506114932,4.111258235995096,1.004961715387905,1.2400055735482998,4.7045876781653,3.0691727853079183,1.3099993700710137,0.9474383921447918,1.0028963329359522,0.19850535227004043
DCN,1.2015841474640696,-1.5190594607112702,0.6279302527140673,0.09684929766452774,-1.7781634107435405,3.8986192193704814,0.704600149008946,0.8270243877344335,0.23331045624869204,-0.41722690521045974,-0.49587924697316554,0.8974089702153741,-0.7726729668777689,-0.08397831123609355,0.9177477891772962,-0.20853118055742786
ZBTB16,1.2015841474640696,0.11188203052739122,-0.014336740381246714,-0.08148014161971016,-2.6958340314360743,-0.09710922343996187,3.29530565970664,2.0129977218285617,1.004961715387905,0.7443155017767066,-0.3032693608569261,-0.3332571916704008,2.604633525471608,-0.5996866629265362,0.5132922063236798,0.9728954240505636
PCNA,-0.740379108201395,-0.5324883607062527,0.021963461338850514,1.523484811938431,1.4510923035630714,0.03467766602127394,3.29530565970664,1.465625413785118,2.8054813200460686,2.6678889146216953,0.46717018360803175,3.793094057005433,-0.6600960837994563,0.4317300404543491,0.8858170852678001,-0.44528757505210315
GADD45A,-0.20094487051654364,0.7730396263422717,0.05846149731853181,1.2559906530120741,0.6663614211754008,-0.04956585192546539,0.4167439811536466,0.8270243877344335,-0.2811237165107833,0.17464183720338297,3.548928361467863,-0.26086506450064934,-0.35050965533409667,0.4317300404543491,-0.33819323126288103,-0.5103841497135496
TOP2B,1.8489052326858915,-1.4880676984074475,0.02811449415606731,-0.5273037398303049,-9.107652922808393e-16,-0.005358857359354655,1.568168652574844,-0.0852627923379728,0.23331045624869204,0.8996810466603403,-0.688489133089405,-0.4780414460099038,0.12794209774873175,0.9474383921447918,0.747450701659984,-0.02408072228369469
TOPBP1,0.12271567209436712,-1.1264971381961848,-0.07469867588239625,-0.7056331791145428,1.1603098149368645,-0.0925217051359315,0.12888781329834725,-0.0852627923379728,2.2910471472865934,0.17464183720338297,-0.688489133089405,0.8974089702153741,0.04350943543999733,0.9474383921447918,1.0135399009057842,-0.044859792837219636
FLNA,1.30947099500104,2.0165840887831514,1.4840120163022263,3.0392850458544536,-0.6859297062930937,0.5288785015009083,3.29530565970664,3.928800799980615,5.634869270223183,2.852847896626021,-0.11065947474068663,0.6078404615363683,1.535153136227639,0.9474383921447918,-0.8703716297544816,-0.3352408246554635
LSM3,-0.8482659557383652,-0.7106909939532327,-0.062297352416231064,-1.5743802941206694e-13,0.16496283140986653,-0.08835123395044935,-0.4468245224122514,-0.3589489463596947,1.5193958881473804,0.3374057413671897,-0.49587924697316554,-0.40564931884015226,-0.8852498499560814,-0.08397831123609355,0.9709656290264562,-0.3642446263635202
LSM4,-0.3088317180535139,1.241790031187588,0.001887485981656997,-1.5743802941206694e-13,0.9693820404773953,0.0038161792487060625,-0.15896835455695207,-0.26772022835245407,1.776612974527118,0.603746675453419,-0.49587924697316554,-0.40564931884015226,-1.3918458238084879,-0.08397831123609355,0.790024973539312,-0.4056274488268683
LSM5,0.12271567209436712,-0.8940589209175153,-0.08135576464720579,-0.6164684594724239,1.0037550360500656,-0.017036176678704665,-0.4468245224122514,-0.26772022835245407,1.004961715387905,0.0488697294404414,-0.49587924697316554,-0.40564931884015226,-0.35050965533409667,-0.34183248708131486,0.8432428133884721,-0.4584593409789157
EEF1A1,1.5252446900749805,-0.5079532155490601,5.136811519992415,0.18601401730664668,-0.23407628625528298,20.457475061327344,1.2803124847195446,-0.26772022835245407,2.548264233666331,3.829431321608862,-0.3032693608569261,0.6802325887061198,-0.06906744763831525,5.330959381513554,-0.008242624198088723,-0.2577271164900948
EXOSC4,-0.6324922606644247,1.5504163307964876,-0.06217719819887175,-1.5743802941206694e-13,1.18452648901178,-0.09043646954319041,-0.4468245224122514,0.8270243877344335,1.776612974527118,0.6999253460956684,-0.688489133089405,0.31827195285736243,-0.5475192007211437,-0.5996866629265362,0.3855693906856957,-0.5190204985532942
KTN1,1.7410183851489212,-1.2427162468355193,0.07614188377120977,-0.6164684594724239,0.06198850448347391,0.15895770734864187,-0.15896835455695207,-0.6326351003814166,0.4905275426284297,1.2474039328284727,-9.597136073510122e-14,0.3906640800271139,0.07165365620957546,2.236709271370898,0.9177477891772962,0.5515971006854412
ANXA5,0.23060251963133738,-0.997364795263591,1.3233165394788926,0.6318376155172415,-0.6706034597457506,1.0543578708716586,0.12888781329834725,-0.26772022835245407,0.7477446290081673,0.6777302682551493,-9.597136073510122e-14,-0.4780414460099038,-0.7445287461081906,1.4631467438352344,0.1407673273795594,-0.3128381510102655
DDX54,0.12271567209436712,0.9564075533065554,-0.03447404208756503,-0.25980958090394807,0.5900979453790484,-0.0670818309044904,0.704600149008946,-0.26772022835245407,-0.023906630131045624,1.6913054896388549,-9.597136073510122e-14,-3.0271086501016057e-13,-0.6882403045690344,0.4317300404543491,0.8751735172979681,-0.31850170545680584
GABRG2,2.1725657752968024,-1.4829024046901438,-0.10710302122153806,1.434320092296312,0.010075678515876088,-0.11921272072301724,1.568168652574844,0.6445669517199523,3.062698406425806,-0.48381213873201706,0.08195041137555283,-0.3332571916704008,0.3530958639053569,-0.5996866629265362,0.758094269629816,0.7076002033811278
TGFB1I1,0.8779236048531589,1.7286189640434666,0.11621229315472348,-1.5743802941206694e-13,-0.9004039214787376,-0.05331927599239933,0.704600149008946,0.7357956697271929,-0.023906630131045624,-0.3358449531285564,-9.597136073510122e-14,-3.0271086501016057e-13,0.8315476169881854,0.6895842162995705,-0.7745795180259935,-0.4856718435013237
ECD,-0.09305802297957338,-0.9289246535093161,-0.0662540376079122,-1.5743802941206694e-13,0.27136830498737446,-0.07000116073432791,-0.7346806902675507,-0.26772022835245407,-0.2811237165107833,0.21903199288442118,-9.597136073510122e-14,-3.0271086501016057e-13,-1.1385478368822848,0.4317300404543491,0.8964606532376321,-0.23774841365781713
GCK,0.5542630622422482,0.41405171298966054,-0.10624614005763232,0.7210023351593604,0.010075678515876088,-0.12213205055285474,0.4167439811536466,0.9182531057416741,-0.2811237165107833,-0.48381213873201706,2.2006591586541866,0.5354483343666169,-0.12535588917747154,-0.08397831123609355,0.7155199977504879,-0.1153531327047907
HSPA5,0.6621499097792184,-0.32458528858477653,0.6085284129279938,0.8101670548014793,0.8688944412633866,0.5376364909904208,2.7195933239960413,3.1077423379154494,3.834349665565019,7.794951895781609,0.8523899558405107,0.5354483343666169,-0.06906744763831525,1.7210009196804557,0.8645299493281361,-0.48449797084349433
SLC2A2,-0.41671856559048415,-1.2607947748460824,-0.10711373981812462,0.9884964940857173,-9.107652922808393e-16,-0.12296614478995116,0.704600149008946,-0.0852627923379728,0.7477446290081673,-0.5208039351328823,0.6597800697242712,0.31827195285736243,-0.7163845253386125,-0.34183248708131486,0.9496784930867922,-0.30257057652912167
GRIK2,3.467207945740445,-1.5061462264180108,-0.10680851176449173,2.8609556065702155,0.010075678515876088,-0.12213205055285474,2.1438809882854426,1.2831679777706366,2.2910471472865934,-0.4912104980121901,-0.49587924697316554,-0.3332571916704008,2.0980375516192016,-0.08397831123609355,0.28977727895720756,7.994765364144298
GNAZ,-0.6324922606644247,1.3812529615547893,-0.1017893634736474,-0.7056331791145428,-0.6321559914428886,-0.11837862648592079,0.704600149008946,-0.45017766436693535,0.4905275426284297,-0.12129253400353839,-0.688489133089405,0.10109557134810801,0.775259175449029,-0.34183248708131486,0.9709656290264562,-0.11873754478320782
UBE2I,1.6331315376119506,1.6524308817132367,-0.01474172142009674,-0.08148014161971016,0.29822556714548876,0.060951634489811474,2.1438809882854426,0.37088079769823035,1.5193958881473804,4.369511549061493,-0.11065947474068663,3.5759176754961786,-0.5475192007211437,0.6895842162995705,0.16205446331922344,-0.39600779107244843
FGF7,-0.5246054131274545,-1.6572310676491457,-0.05447892430669905,0.9884964940857173,-1.5958481790569334,-0.07250344344561721,0.4167439811536466,2.0129977218285617,-0.2811237165107833,-0.5799908093742665,1.2376097280729896,1.6937223690826402,0.18423053928788805,-0.8575408387717575,0.9177477891772962,-0.03469893405224211
EIF3E,5.193397506331969,-1.247881540552823,0.20679767058158238,-0.7056331791145428,0.5156071567485134,0.3612255598445259,0.12888781329834725,-0.0852627923379728,2.2910471472865934,0.9366728430612055,-0.688489133089405,0.17348769851785947,-0.5193749799515656,1.7210009196804557,0.1194801914398954,1.6054527130763403
PSMA3,0.4463762147052779,-0.8243274557339146,0.12735733500233595,-1.5743802941206694e-13,0.47150628788468785,0.16729864971960617,-0.4468245224122514,-0.26772022835245407,1.2621788017676427,2.4311414176561583,0.6597800697242712,10.091209120773811,-0.5756634214907218,1.7210009196804557,0.9709656290264562,-0.3271685444954551
HNRNPM,0.8779236048531589,0.0021195390346862137,0.21755249514106004,-1.5743802941206694e-13,0.30969828710701897,0.19398966530669193,-0.15896835455695207,-0.3589489463596947,1.776612974527118,3.659269058164882,-0.688489133089405,-0.18847293733089787,0.8315476169881854,1.205292567990013,0.747450701659984,-0.19622838529939807
DDX20,1.30947099500104,-0.8256187791632403,-0.0883691140735051,-1.5743802941206694e-13,0.12980915155266134,-0.11379110818189045,2.1438809882854426,-0.0852627923379728,1.2621788017676427,0.7591122203370526,-9.597136073510122e-14,-0.18847293733089787,0.944124500066498,0.4317300404543491,1.0135399009057842,-0.375945240193183
CPSF1,0.5542630622422482,1.7169970531795335,0.05719317756478051,-0.43813902018818596,0.8358682775206447,-0.09377284649157613,-0.15896835455695207,-0.6326351003814166,-0.5383408028905209,0.9736646394620705,-0.688489133089405,0.24587982568761094,0.4938169677532476,-0.08397831123609355,0.3429951188063676,-0.4114968121160151
QARS1,4.653963268647118,0.8711802069710429,7.536859706878401e-15,-0.7056331791145428,-9.107652922808393e-16,0.09681768668495792,0.4167439811536466,0.09719464367650846,0.23331045624869204,1.935451345884565,-0.49587924697316554,-0.26086506450064934,1.0285571623752323,1.7210009196804557,0.9283913571471282,-0.46415338562436076
YWHAQ,-0.41671856559048415,-0.8191621620166111,0.33345475229439203,-0.6164684594724239,0.6900353872669575,0.339956156798567,0.704600149008946,-0.0852627923379728,0.4905275426284297,5.050160602837412,0.46717018360803175,1.6937223690826402,-0.09721166840789339,2.236709271370898,0.3004208469270396,-0.1757770843840982
MAPK8,0.7700367573161887,-1.2039765439557404,-0.08126718214291442,1.523484811938431,0.10871346896815355,-0.09460694072867257,1.2803124847195446,2.2866838758502834,1.004961715387905,1.1216318250655313,13.372032553396075,3.503525548326427,0.12794209774873175,-0.08397831123609355,0.800668541509144,0.4774068242006803
NDN,-0.740379108201395,2.517617579361615,-0.014018524769676943,0.0076845780224087945,-1.2594558539026097,-0.062494312600460046,0.4167439811536466,0.8270243877344335,0.4905275426284297,2.3719545434147737,-9.597136073510122e-14,-0.5504335731796552,-1.166692057651863,0.17387586460912777,-1.1683915329097778,-0.5287544945536066
PRMT5,2.064678927759832,0.10929938366873894,-0.04166058166648527,-1.5743802941206694e-13,0.8673236877047319,-0.037054438369018956,2.431737156140742,1.465625413785118,0.7477446290081673,2.231385717091486,-9.597136073510122e-14,0.028703444178356533,-0.20978855148620595,0.6895842162995705,0.2259158711382155,-0.46655448878810263
JAK2,-0.5246054131274545,-1.1742761050812442,-0.06398428128641567,3.930932242275643,-0.9413551213951958,-0.07709096174964755,5.598155002549035,8.490236700342646,3.5771325791852817,0.3743975377680549,3.934148133700342,3.9378783113449356,1.0285571623752323,-0.08397831123609355,0.10883662347006338,0.5752574950354564
KRT8,0.9858104523901292,0.5057356764718023,0.138659554011409,2.3259672887175014,1.1489472527351252,0.3699835493340385,-0.15896835455695207,0.005965925669267827,2.548264233666331,2.172198842850102,-9.597136073510122e-14,-0.6228257003494067,-0.6600960837994563,1.205292567990013,-0.7107181102070014,-0.13204651660509137
BYSL,-0.41671856559048415,0.2345577563133549,-0.0809539634931252,-1.5743802941206694e-13,1.485688183854224,-0.10336493021818507,-0.4468245224122514,0.005965925669267827,1.2621788017676427,1.513744866914702,-9.597136073510122e-14,-0.5504335731796552,-1.0822593953431283,1.205292567990013,0.9922527649661202,-0.4462480163175999
CBL,-0.3088317180535139,-0.5776846807326608,-0.07377809924164519,1.0776612137278363,-0.29531486549659824,-0.09669217632141364,2.1438809882854426,2.2866838758502834,1.2621788017676427,2.105613609328545,0.6597800697242712,2.779604276628912,1.394432032379748,-0.34183248708131486,0.8645299493281361,0.2861341839220297
BCR,0.6621499097792184,0.8272752103739615,-0.045852351196478104,0.7210023351593604,0.27426032501272946,-0.06875001937868326,0.704600149008946,2.5603700298720056,2.0338300609068556,0.4631778491301313,-0.49587924697316554,0.46305620719686535,1.4507204739189046,0.9474383921447918,0.02368807971140731,0.5201845732639165
BCL2,0.014828824557396869,-0.5066618921197336,-0.09653964628086396,11.777427570782109,-0.21042077902900813,-0.11087177835205295,2.431737156140742,11.318326958567106,2.2910471472865934,0.5075680048111695,7.593735969908892,0.6802325887061198,2.2106144346975145,-0.5996866629265362,0.6410150219616639,0.9657149822085165
NFKB1,1.7410183851489212,-1.1368277256307922,-0.030868279893653556,2.1476378494332637,-0.4369184942931205,-0.04205900379159754,3.8710179954172386,2.3779125938575243,1.2621788017676427,1.1512252621862233,13.757252325628553,5.16854447323071,1.394432032379748,1.205292567990013,0.7261635657203199,0.3497367388371479
XRCC6,-0.09305802297957338,-0.061155309002285066,0.36806779800967826,-0.7056331791145428,0.5465440386380335,0.3950063764469314,3.8710179954172386,1.1007105417561553,3.319915492805544,5.087152399238278,-0.688489133089405,0.31827195285736243,-0.37865387610367485,2.236709271370898,0.9922527649661202,-0.20737255299905083
NCF4,-0.41671856559048415,0.847936385243176,0.052496487760326865,-0.17064486126182912,-1.0910810520269518,-0.04873175768836897,0.4167439811536466,-0.3589489463596947,0.4905275426284297,-0.5503973722535743,0.6597800697242712,0.8974089702153741,-0.8852498499560814,-0.8575408387717575,0.8964606532376321,-0.38525237340883006
XRCC5,0.12271567209436712,-0.9302159769386417,0.18934010319739114,-0.5273037398303049,0.46772979784264646,0.1994112778478187,4.158874163272538,2.2866838758502834,3.5771325791852817,2.512523369738062,-0.688489133089405,0.31827195285736243,0.775259175449029,1.4631467438352344,0.9283913571471282,0.21913959437876826
LEF1,1.30947099500104,-0.8579018648963889,-0.09636777350907608,0.27517873694876566,1.2761190048676734,-0.10920358987786008,5.886011170404334,5.023545416067503,0.23331045624869204,-0.15828433040440357,2.778488817002905,0.6078404615363683,1.8165953439234204,0.6895842162995705,0.8858170852678001,0.3911957867977576
DHDDS,2.7120000129816533,-0.15542191934307822,-0.0683961442693786,-0.43813902018818596,0.2860178297092077,-0.06457954819320112,0.4167439811536466,-0.6326351003814166,-0.5383408028905209,-0.5429990129734014,-0.688489133089405,0.028703444178356533,0.9722687208360761,0.6895842162995705,0.9603220610566242,-0.23680321749177272
YBX1,-0.5246054131274545,-0.7791311357075066,1.1993964300140598,0.0076845780224087945,0.5277223759618612,1.0030610752902283,1.8560248204301433,1.3743966957778773,2.8054813200460686,4.11796733353561,-9.597136073510122e-14,0.3906640800271139,0.04350943543999733,3.010271798906562,0.9283913571471282,-0.3712421270121394
MC4R,-0.8482659557383652,-0.43563910350680723,-0.10711373981812462,0.5426728958751225,0.010075678515876088,-0.12296614478995116,0.704600149008946,0.37088079769823035,-0.2811237165107833,-0.476413779451844,-0.688489133089405,-0.3332571916704008,-1.025970953803972,-0.5996866629265362,0.08754948753039937,-0.5212081703247035
ATRNL1,0.23060251963133738,-1.4532019658156476,-0.10694898181137372,-1.5743802941206694e-13,0.010075678515876088,-0.12254909767140294,-1.02253685812285,-0.3589489463596947,-0.5383408028905209,-0.5651940908139205,-9.597136073510122e-14,-3.0271086501016057e-13,2.0980375516192016,-0.34183248708131486,0.5665100461728398,5.987847114391575
CHAF1A,-0.20094487051654364,0.5806324353727066,-0.09241447262332814,-0.7056331791145428,1.5277938888533655,-0.10920358987786008,0.12888781329834725,-0.26772022835245407,-0.2811237165107833,0.7443155017767066,-9.597136073510122e-14,-3.0271086501016057e-13,-0.997826733034394,0.4317300404543491,0.8964606532376321,-0.21123718571021632
MCM7,0.4463762147052779,0.9744860813171186,0.0048009418343374615,-1.5743802941206694e-13,1.5704777618043249,-0.026211213286765383,0.9924563168642452,0.462109515705471,1.2621788017676427,1.6913054896388549,-0.49587924697316554,0.46305620719686535,0.5501054092924039,0.9474383921447918,0.37492582271586367,-0.4640466699281945
CCN3,-0.740379108201395,-0.6422508521989577,7.536859706878401e-15,-1.5743802941206694e-13,-0.9579708646381401,-0.09752627055851008,0.4167439811536466,1.5568541317923585,0.7477446290081673,-0.3654383902492485,-9.597136073510122e-14,-3.0271086501016057e-13,0.09979787697915361,-0.34183248708131486,0.1301237594097274,-0.47337667079302004
POLR2L,-0.740379108201395,1.8538773366880834,0.34271957370476364,-1.5743802941206694e-13,-0.46715254683283197,-0.002022480410968935,-0.15896835455695207,-0.45017766436693535,0.4905275426284297,0.6555351904146302,-0.3032693608569261,5.964857872097977,0.2123747600574662,-0.34183248708131486,0.39621295865552764,-0.49483414827217365
RAP1GAP,0.33848936716830763,1.286986351213996,-0.07988325086433158,0.0076845780224087945,-0.7689005963957791,-0.06332840683755647,0.4167439811536466,0.1884233616837491,0.7477446290081673,-0.3876334680897676,-0.688489133089405,-0.3332571916704008,1.4507204739189046,0.17387586460912777,0.05561878362090334,0.023217198767157214
NECTIN1,-0.20094487051654364,1.0584221042233044,-0.09632791138214497,-0.08148014161971016,3.000645603486963,-0.10836949564076365,1.2803124847195446,0.5533382337127116,1.776612974527118,-0.48381213873201706,-0.3032693608569261,-0.4780414460099038,2.1543259931583583,-0.08397831123609355,0.5452229102331758,0.27213918262479136
LSM7,-0.20094487051654364,1.4251579581518716,0.008684716810948007,-1.5743802941206694e-13,0.9505402378349702,-0.022040742101283237,-0.4468245224122514,-0.5414063823741759,1.776612974527118,0.17464183720338297,-0.49587924697316554,-0.40564931884015226,-1.025970953803972,-0.8575408387717575,0.9283913571471282,-0.4802140978973898
